product_name,brands,categories,ingredients_text,packaging,energy_kcal,fat,sugars,proteins,salt,general_category
14 Maxi Tranches complet sans sucres ajoutés,Jacquet,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Wholemeal breads, Wholemeal sliced breads","Ingrédients: Farine complète de blé (63%), eau, farine de blé (2,2%), huile de colza, levure, arôme naturel (contient alcool), sel, farine de maïs fermentée, gluten de blé, jus d'acérola en poudre. Présence possible de: Lait, œufs, graines de sésame.","Plastic,Bag,Clip en plastique,Enveloppe",243.0,3.0,3.8,8.7,1.2,Grains
Mayonnaise,Star,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries","المكونات: زيت الصوجا، ماء، خل المائدة, أصفر البيض، خردل*، ملح, مثبت E415، مواد حافظة: (E202,E211) ومضادات الأكسدة:( E330, E385) 
*يحتوي على السولفيت",Verre,592.0,65.21,0.05,1.12,1.75,Condiments
Krisprolls complets sans sucres ajoutés,Krisprolls,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés,Petits pains grillés","whole blé flour (63%), blé flour, vegetable oils (palme, colza), yeast, orge malt, salt,",1 Sachet en papier à recycler,400.0,6.6,1.1,13.0,1.1,Other
Henry’s,Henry’s,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits","farine de froment, sucre, Graisse végétale , Sucre inverti, Agents levants (Bicarbonate d'ammonium, Bicarbonate de sodium), arôme vanille",Papier,440.0,10.8,24.2,7.65,0.882,Snacks
Pesto Genovese 190g Barilla,Barilla,"Condiments, Sauces, Pasta sauces, Pestos, Green pestos, Groceries","sunflower oil, fresh basil 30%, cashew nuts, parmigiano reggiano pdo cheese 5%, (milk), maize fibre, whey powder (milk), salt, milk protein, extra virgin olive oil, sugar, basil extract, natural flavourings (milk), acidity regulator: lactic acid, garlic","Glass,Bocal",492.0,47.0,5.0,4.7,3.2,Grains
Momo black,Excelo,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,en:Biscuit-snack-with-chocolate-filling","Farine de blé, sucre, huile végétale hydrogénée (palme), cacao en poudre (3,4%), régulateur d'acidité (acide citrique (E330), acide tartrique (E334)), poudre à lever (bicarbonate d'ammonium et bicarbonate sodium), émulsifiant végétal (lécithine de soja (E322)) et sel.",,497.0,21.0,27.0,7.0,0.32,Snacks
,Star,"Condiments, Sauces, Algerian-sauces, Groceries, en:algerian-style-sauces",gluten freee,,385.56,33.0,16.0,1.31,2.2,Condiments
Tomato Ketchup,Heinz,"Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries","tomatoes, spirit vinegar, sugar, salt, spice and herb extracts (contain _celery_), spice","Plastic, Bottle, Mixed plastic-lid, Pet-bottle, Product",102.0,0.1,22.8,1.2,1.77,Condiments
Confiture d'abricot,Delicia,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot","Abricots, sucre, acide citrique",,272.0,0.0,50.0,0.41,0.0,Other
cruesly mélange de noix,Quaker,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Mueslis, Céréales aux fruits à coques, Pépites de céréales croustillantes, Pépites de céréales aux fruits à coques","_avoine_ complète (32%), _blé_ complet (18%), sirop de glucose, huile de tournesol, sucre, _amandes_ grillées (4,2%), _noisettes_ (4%), oligofructose, _noix de Pécan_ (1,5%), farine de _blé_, farine de riz, _noix du Brésil_ (1%), miel, arômes naturels, antioxydant (tocophérol).","Sachet,Boîte",462.0,19.0,12.0,8.5,0.0,Produce
Nutella,"Ferrero, Nutella","Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao","Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines [ SOJA ] vanilline","Bouchon ou couvercle,Plastique,Verre,Pot,Support,Couvercle,Opercule,Tarro,container",539.0,30.9,56.3,6.3,0.107,Other
Original,"Tuc,LU,Mondelēz","snacks, snacks-salés, amuse-gueules, biscuits-sucrés-&-biscuits-apéritifs, da:crackers","Farine de _BLÉ_, huile de palme, sirop de glucose, extrait de malt d'_ORGE_, poudres à lever (carbonates d'ammonium, carbonates de sodium), sel, _OEUFS_, arôme, agent de traitement de la farine (_DISULFITE_ de sodium).",Plástico,482.0,19.0,7.1,8.3,1.7,Snacks
,Idéal,"Sweeteners,Sugars,Vanillin sugars","sucre, amidon de maïs, éthylvanilline",Boite en carton,392.0,0.0,89.4,0.0,0.0,Sweets
S. Pellegrino Water,"San Pellegrino,Nestlé Waters,Nestlé","Boissons et préparations de boissons,Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Eaux gazeuses,Eaux minérales naturelles,Eaux minérales gazeuses,Eau minérale naturelle gazéifiée,en:Boissons-sans-sucre-ajoute",carbonated water 100%,"en:1 Bouchon en plastique,en:1 Bouteille en plastique de 1L (30% de plastique recyclé),en:1 étiquette en papier,en:Hdpe-cap,en:Pet-bottle,bottiglia pet",0.0,0.0,0.0,0.0,0.0,Other
nutella,"Nutella,Ferrero","petit-déjeuners, produits-à-tartiner, produits-à-tartiner-sucrés, pâtes-à-tartiner, pâtes-à-tartiner-aux-noisettes, pâtes-à-tartiner-au-chocolat, pâtes-à-tartiner-aux-noisettes-et-au-cacao, en:creme-para-barrar-de-avelã, en:creme-para-barrar-de-avelã-e-cacau, pt:creme-para-barrar-de-chocolate, pt:doces-para-barrar, pt:gorduras-para-barrar, en:pequenos-alomoços, pt:produtos-para-barrar","Sucre, huile de palme, _NOISETTES_ 13%, _LAIT_ écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines [_SOJA_] ; vanilline.",,539.0,30.9,56.3,6.3,0.107,Sweets
Primevère bio doux tartine & cuisson,Primevère,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, en:light-margarines","Huiles végétales non hydrogénées 54.5% (colza, palme), eau, émulsifiant (lécithine de tournesol), sel, arôme naturel de noix de coco, jus de citron concentré","Plastic,Box,Fresh,Tray,fr:Opercule en métal",485.0,55.0,0.0,0.0,0.4,Beverages
Vegan Bouillon powder reduced salt,Marigold,"Plant-based foods and beverages, Plant-based foods, Dried products, Dried plant-based foods, Dried products to be rehydrated, Broths, Dehydrated broths, Vegetable broths, Bouillon powders, Dehydrated vegetable bouillons, Vegetable bouillon powders, Groceries","Sea salt, Potato starch, Hydrolysed vegetable protein, Vegetable oil (sunflower, rapeseed), (onion, parsnip, carrot, leek), Celery seed, Parsley, Turmeric, White pepper, Garlic, Mace, Lovage, Nutmeg.","Card-tube, Foil-tube, en:foil-film, en:ldpe-lid, en:other plastic-pot",241.0,8.4,3.9,9.6,43.8,Beverages
DANONE ASSIL BANANE,Danone,"produits-laitiers, produits-fermentés, desserts, produits-laitiers-fermentés, desserts-lactés, desserts-lactés-fermentés, yaourts, en:produits-fermentés, fr:produits-laitiers, en:produits-laitiers-fermentés, fr:yaourts","يوغورت عاقد - ا سکر. قشدة، زبدة، نكهة، خمائر حليبية لليوغورت. م. د: %1.80 مصنوع ف خط قد يمكن أن يحتوي على الكلوتين و الفستوه رقم الاعتماد الصحي 0NSSA ؛ 2.1,13 LPL الوزن الصافي : 10 لمكونات حليب بدون قشدة، مسحوق الحليب بدون قشدة تصنوع خط قد 4e ستطرال - دانون - طريق قنيطردره تارية الإفتاج - تاريخ ادتهاء انعز وع 6با علي لا عو ر ek TT10322 OO TO",Glass,95.5,2.8,9.0,3.5,0.0,Other
Raîbi,Jaouda,"fr:Yaourt à boire de grenadine, en:yogurts",lait frais partiellement écrémé'sucre'colorant:amidon ' arôme 'correcteur d'acidité :acide citrique'ferments lactiques sélectionnés' matière grasse:1'3%,Plastique,75.3,1.38,13.5,2.48,0.0,Dairy
1848 Chocolat en poudre,Poulain,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, B, en:instant-chocolate-powders","Cacao maigre (11% de beurre de cacao) en poudre (50%), sucre, arôme. Peut contenir lait et soja.",,515.0,26.0,61.0,7.1,0.245,Sweets
El Baraka Confiture D'abricots 430 G,el baraka,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot","Ingrédienb'. Sucre, Abricots (50%), gélifiant : Pectine de fruits et correcteur d'acidité : acide citriques.",,244.0,0.0,50.0,0.44,0.25,Other
Jebli,"Jebli,Centrale,Danone","منتجات`الألبان, الأطعمة المخمرة, en:Fermented milk products, en:Spreads, جبن, en:Salted spreads, en:Cheese spreads, en:Cream cheeses",جبن أبيض، قشدة ماء، بروتينات الحليب ملح، مخثرات )نشا، أغار، علكة الزتان(، مادة حافظة )سوربات البوتاسيوم(، نكهة. يحفظ في البرودة بين 4 و 6° 19 % من المواد الدسمة.,fr:pot en plastique,225.0,19.0,0.0,6.5,0.76,Dairy
NATURAL YOGURT,Milbona Lidl,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",Milk,"fr:hdpe-pot, en:pp-tub",126.0,10.0,4.4,4.1,0.25,Dairy
Yaourt Grec Muesli,Jaouda,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts à la grecque, Yaourts au lait de brebis","Lait frais, crème, poudre lait, sucre, amidon, préparation de céréales et de fruits secs (amandes, noix, miel, raisins secs, blé, avoine, seigle), ferments lactiques, arômes Matière grasse: 7%",,140.0,7.0,9.0,3.3,0.0,Other
Eyoo cover,EXCELO,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, en:Biscuits-et-gateaux, en:Biscuits-fourres, en:Snacks-sucres, Biscuit-au-cacao-avec-fourrage-goût-vanille-et-enrobé-au-cacao","Sucre, Farine de blé tendre, Graisses végétales (Palme, Karité), Cacao en poudre, Sirop de glucose, Amidon de maïs, Poudre de lait, Poudre de lactosérum, Lait entier en poudre, Masse de cacao, Poudre à lever (Bicarbonate de sodium et d'ammonium), Sel, Emulsifiant (Lécithine de soja (E322), et Vaniline.",Plastique,452.0,23.0,0.0,6.0,0.0,Snacks
La salvetat,"La Salvetat,Danone","Boissons et préparations de boissons,Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Eaux gazeuses,Eaux minérales naturelles,Eaux minérales gazeuses,Eau minérale naturelle gazéifiée","EAU MINÉRALE NATURELLE ( du Haut-Languedoc ), GAZ CARBONIQUE","Plastique,Bouteille",0.0,0.0,0.0,0.0,0.00125,Other
Coca-Cola zero azúcar,Coca-Cola,"Getränke und Getränkezubereitungen,Getränke,Kohlensäurehaltige Getränke,Getränke mit Süßstoff,Erfrischungsgetränke,Kalorienarme Getränke,Cola,Kalorienarme Erfrischungsgetränke,Kalorienarme Colas","carbonated water, colour (caramel e150d), acid (phosphoric acid), sweeteners (aspartame, acesulfame k), natural flavourings (including caffeine), acidity regulator (sodium citrates) contains a source of phenylalanine,","Metal,Recyclable Metals,Aluminium,Can,Drink can",0.2,0.0,0.0,0.0,0.02,Other
Tartines craquantes au sarrasin imp,"Le pain des Fleurs,Ekibio","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Pains,Tartines craquantes extrudées,Pains croustillants","Farine de sarrasin*, sucre de canne blond**, cacao en poudre** (6,3%). *issu de l'agriculture biologique. **ingrédients biologiques issus du Commerce Équitable.","Plastic,Cardboard",388.0,2.8,2.6,13.4,0.68,Snacks
Pomme 🍏 🍎 Noisette🥜,Gerblé,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits sucrés & biscuits apéritifs, Biscuits, Biscuits secs","Farine de _blé_ 68,5 %, huile de colza, sirop de sucres issu de fruits, jus concentré de pomme 5,3 %, _noisettes_ torréfiées 5,3 %, germe de _blé_ 5,2 %, fibres de chicorée: fructose-oligo-saccharides, extrait de malt d'_orge_, arôme naturel de pomme, émulsifiant : lécithines de colza, amidon de _blé_ , poudres à lever (tartrates de potassium, carbonates de potassium), vitamines B1, B2, B6, B9, PP et E,",R PENSEZ AU TRI ! FILM PLASTIQUE ETUI CARTON À JETER O A RECYCLER,453.0,17.0,11.0,9.8,0.01,Snacks
Dark Rye Crispbread,Ryvita,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads,Rye breads","wholegrain rye flour, salt","Mixed plastic-packet, Product",352.0,1.14,2.86,10.5,0.705,Grains
Family Pack,Weetabix,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales pour petit déjeuner riches en fibres","Wholegrain _Wheat_ (95%), Malted _Barley_ Extract, Sugar, Salt, Niacin, Iron, Riboflavin (B2), Thiamin (B1), Folic Acid.","Boîte, Carton, en:card-box, en:mixed plastic-bag",362.0,2.0,4.2,12.0,0.28,Other
Haferflocken,Crownfield,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats","soft whole-oat flakes,","22 PAP,Bolsa",372.0,7.0,0.7,13.5,0.03,Breakfast
Le Beurre Tendre Doux,"Elle & Vire,Savencia","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Unsalted butters, Sweet cream butters, Butter-82-fat-unsalted-easy-to-spread, fr:Beurres tendres","cream (origin france), milk fat , lactic ferments,","Plastic,Fresh,PP - Polypropylene,Protective gas,Tray,fr:Barquette et couvercle et opercule à jeter,fr:Barquette plastique",744.0,82.0,0.8,0.7,0.05,Dairy
LBEN CARTON PASTEURISER,Jaouda,"Boissons,Produits laitiers,Produits fermentés,Produits laitiers fermentés,Boissons lactées,Laits,Boissons fermentées,Boissons lactées fermentées,Lait fermenté à boire nature maigre","Lait frais partiellement écrémé, ferments lactiques.matière grasse 14g/L",Carton,45.0,1.3,0.0,3.2,0.0,Other
Organic Vegetable Stock Cubes,Kallø,"Plant-based foods and beverages,Plant-based foods,Dried products,Dried plant-based foods,Dried products to be rehydrated,Broths,Dehydrated broths,Vegetable broths,Bouillon cubes,Broth stock,Dehydrated vegetable bouillons,Vegetable bouillon cubes,vegetable stock cube","Sea salt, potato starch, sustainable palm oil, sugar, vegetables 6.8% (celery, onion, parsnip, tomato), sunflower oil, yeast extract, caramelised sugar, herbs and spices (lovage, turmeric, parsely, black pepper)",Cardboard,7.0,0.4,0.3,0.0,0.9,Beverages
Le Lait demi écrémé,Jaouda,"Produits laitiers,Laits,Laits homogénéisés,Laits demi-écrémés,Laits UHT,Laits de vache","جودة حليب طبيعي نصف الدسم معقم يحتوي على 15 ال من المواد الدهنية المكونات حليب نصف الدسم حليب من مزرعة جودة حليب UHT جودة خالص لا يحتوي على مواد حافظة. يتم الإحتفاظ به 6 أشهر خارج الثلاجة لأنه : يخضع لمعالجة حرارية UHT (درجة حرارة جد مرتفعة) و التي تقضي على الكائنات المجهرية. يعبأ في علبة معقمة مكونة من 6 طبقات تحميه من كل تلوث خارجي. Le lait UHT Jaouda ne contient pas de conservateurs. Si le lait UHT se conserve à température ambiante pendagt 6 mois, c'est parce que: - 1l subit un traitement thermique UHT (Ultra Haute Température) qui détruit tous les micro-organismes. - Il est conditionné dans un emballage aseptique de ó couches le protégeant de toute contamination extérieure.",,45.0,1.5,0.0,3.1,0.0,Other
Flocons d'avoine,Bjorg,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Flocons laminés,Flocons d'avoine,végétal bio",Flocons d'_avoine_ complète issue de l'agriculture biologique.,"pet-bottle, hdpe-cap, en:paper-carton",362.0,7.1,1.7,11.0,0.02,Other
Лешниково-какаов крем,"Nutella,Ferrero","Snacks,Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","sugar, palm oil,  hazelnuts  (13%), skimmed  milk  powder (8,7%), fat-reduced cocoa (7,4%), emulsifier: lecithins ( soya ), vanillin,","Staklo,en:Jar,en:Glass-jar,en:Mixed plastic-film,en:Pp-lid,fr:couvercle plasticle,fr:pot en verre",539.0,30.9,56.3,6.3,0.107,Breakfast
"Bahia, Eau De Table",Bahia,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,en:Boissons  Eaux  Eaux de sources  Eaux de table",eau,,0.0,0.0,0.0,0.0,0.0,Other
4 Garlic & Herb Kebabs,Wicked Kitchen,,,,142.0,4.4,1.8,9.2,0.56,Other
Dark Chocolate 70%,"Lidl,J.D. Gross","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates","cocoa mass, sugar, cocoa butter, emulsifier ( soya  lecithins),vanilla extract.","22 PAP,en:Cardboard,23 PBD,en:Card-box,en:Stück,nl:FSC Mixte carton",544.0,40.0,27.2,8.8,0.08,Snacks
Tofoo Naked,The Tofoo Co.,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat alternatives,Meat analogues,Tofu,Plain tofu","Organic Tofu (Water, Organic _Soya_ Beans 36%, Nigari).","en:Card-box,en:Mixed plastic-film",144.359464627151,7.8,0.1,16.5,0.06,Beverages
Ghilal Yaourt zr3,Jaouda,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:stirred-yogurts","Ingré&lents : lait entier enrichi en crème, sucre, poudre de lait écrémé, texturant : amidon, préparation de céréales, fibres, arômes, ferments ladiques et colorant naturel. Matière grasse : 3,4 % Poids net : 110 g",plastique,106.0,3.0,7.5,3.5,0.0,Dairy
Nutella,Ferrero,"Breakfasts, Spreads, Sweet spreads, Bread coverings, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads","sugar, palm oil, hazelnuts (13%), skimmed milk powder (8,7%), fat-reduced cocoa (7,4%), emulsifier: lecithins (soya), vanillin","Multilayer composite,Glass,Paper and fibreboard/aluminium,82 C/PAP,Klarglas,Kunststoff,PP - Polypropylen,Pappe,Ungewellte Pappe",539.0,30.9,56.3,6.3,0.11,Breakfast
Figue & son,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au son de blé,Biscuits au son de blé et la figue","Farine complète de blé 26,5%, farine de blé 26,1%, son de blé 19,9%, huile de colza, sucre de canne roux, pâte de figues 5,1%, arôme naturel de figue, arôme naturel, émulsifiant : lécithines de colza, poudres à lever (acide citrique, carbonates de potassium, carbonates de sodium).","Plastic,Box,Cardboard,fr:Boîte en carton sachet en plastique,fr:Etui en carton,fr:Film en plastique",450.0,19.0,16.0,9.3,0.19,Snacks
Fresh Square 0% - Plain,"Elle & Vire,Savencia","dairies, fermented-foods, fermented-milk-products, cheeses, cream-cheeses, fr:fromages, fromages-à-la-crème, produits-fermentés, fr:produits-laitiers, produits-laitiers-fermentés","skimmed milk (origin: france), salt, lactic ferments,","Fresh,fr:Portions",78.0,0.2,1.5,17.5,1.5,Dairy
Pain De Mie Bio,"La Boulangère Bio,La Boulangère","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Pains,Pains de mie,Pain de mie au son,Pains complets,Pains de mie complet","wheat flour*, water, whole wheat flour* 13%, brown cane sugar*, yeast, rapeseed oil*, apple cider vinegar*, wheat bran*, salt, wheat gluten*, flour processing agent (ascorbic acid), possible traces of soy, *ingredients from organic farming,","fr:Clip en plastique,fr:Sachet en plastique",268.0,4.2,6.3,8.1,1.1,Other
,Coca-Cola,"Boissons et préparations de boissons, Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Boissons sans sucre ajouté, Sodas au cola, Sodas light, Sodas au cola light, Boissons avec sucre ajouté","Eau gazéifiée, colorant E150d, acidifiants , acide phosphorique, citrate de sodium, édulcorants , aspartame, acésulfame-K, arômes naturels (extraits végétaux), dont caféine, Contient une source de phénylalanine.","Plastic,Pe-polyethylene,Hdpe-high-density-polyethylene,Bottle,Pet-bottle,it:bottiglia pet",0.2,0.0,0.0,0.0,0.02,Other
Lait Frais 15 jours,Chergui,"Produits laitiers,Laits (fluide et poudre),Laits,Produits pasteurisés,Laits frais,Laits pasteurisés,Laits de vache",lait entier pasteurisé,Bouteille,59.0,3.0,0.0,3.1,0.0,Other
Wholegrain Rye Bread,Tastino (Lidl),"plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, breads, rye-breads, de:brote, de:getreide-und-kartoffeln, de:pflanzliche-lebensmittel, pflanzliche-lebensmittel-und-getränke, de:roggenbrote, de:vollkornbrote","ES Pán elaborado con harina integral 98% de centen. Ingredientes: centeno integral triturado, agua, masa madre (agua, centeno integral triturado, harina de centeno, harina de trigo), harina integral de centeno, jarabe de azúcar invertido, sal, copos de centeno, levadura. Puede contener trazas de sésamo. Conservar en un lugar seco y protegido del calor. Consumir preferentemente antes del: ver impresión. PT Pão de centeio integral. Ingredientes: farinha integral de centeio, gua, 22,1% massa lêveda (água, farinha integral de centeio, farinha de centeio, farinha de trigo), farinha integral de centeio, xarope de açúcar invertido, sal, flocos de centeio, levedura. Pode conter vestígios de sementes de sésamo. Conservar em local seco e fresco. Consumir de preferência antes de: ver fecho. ~170342543-","Plástico,PP,Kunststoff",117.0,1.0,2.2,3.2,0.56,Grains
La prairie classique,margafrique,"Spreads, Salted spreads, en:light-margarines","Corps gras végétal, eau, sucre, sel, mono-diglycerides végétales, lécithine de soja, calcium, amidon, sorbate de potassium, antioxydant, acide citrique, arôme, ß-carotène, 7 vitamines : A, B6, B2, B1, E, D, et B12.",,635.0,70.0,0.0,1.0,0.0,Condiments
Crunchy oats&honey,Nature Valley,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, sweet-snacks, bars, cereal-bars, es:barritas, barritas-energeticas, es:botanas, es:snacks-dulces, es:suplementos-de-culturismo, suplementos-dieteticos","whole grain oat flakes (60%),sugar, refined sunflower oil, honey (3%), salt, cane molasses, emulsifier (sunflower lecithin), gasifier (sodium acid carbonate),",en:hdpeFilm-packet,467.0,18.1,26.9,8.57,0.00214,Grains
Bitter Extra Kraftig,"Lindt,ลินด์","snacks, nl:zoete-snacks, nl:cacao-en-afgeleide-producten, nl:chocoladeproducten, nl:pure-chocolades, nl:extra-fijne-pure-chocolade","Kakaomasse, fettarmes Kakaopulver, Kakaobutter, Rohrohrzucker. Kann Schalenfrüchte, Milch und Soja enthalten.","Kunststoff,en:Container,fr:Barquette en plastique,fr:Etui en carton,fr:Film en plastique",565.0,49.0,0.4,14.0,0.06,Snacks
Croustillant Chocolat,Bjorg,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Pépites de céréales croustillantes,Pépites de céréales au chocolat,Céréales pour petit déjeuner riches en fibres","Flocons d'avoine complète, Flocons de blé complet, Chocolat noir 10% (pâte de cacao, sucre de canne non raffiné, beurre de cacao), Riz extrudé (farine de riz), Sucre de canne non raffiné, Farine de blé, Huile de tournesol, Miel, Stabilisant: gomme d'acacia, Mélasses, Flocons de noix de coco, Sel marin, Cannelle, Antioxydant: extrait riche en tocophérols",Bag,437.0,15.0,15.0,9.7,0.48,Other
Seed Sensations,Hovis,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Multigrain sliced breads","Wheat Flour (Calcium, Iron, Niacin, Thiamin), Water, Seed Mix 13% (Toasted Brown Linseed, Toasted Sunflower Seeds, Pumpkin Seeds, Sunflower Seeds, Millet Seeds, Golden Linseed, Poppy Seeds), Yeast, Wheat  Protein, Salt, Soya Flour, Malted Barley Flour, Granulated Sugar, Barley Flour, Preservative (E282), Caramelised Sugar, Barley Fibre, Emulsifier (E472e), Flour Treatment Agent (Ascorbic Acid).",Ldpe-bag,278.0,6.6,3.8,10.0,0.3828,Grains
